City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bengaluru,2015-08-11,21.1,,2.56,7.98,5.34,24.12,29.0,2.96,9.86,27.76,411.52,,129.0,Moderate
Bengaluru,2015-08-12,16.64,,3.45,7.44,5.58,22.52,29.16,7.22,6.76,9.26,209.77,,128.0,Moderate
Bengaluru,2015-08-13,14.99,,4.81,6.61,6.6,22.0,34.69,2.51,6.11,5.02,112.27,,217.0,Poor
Bengaluru,2015-08-14,20.21,,4.54,14.73,12.48,23.64,35.05,6.15,5.86,3.15,71.16,,277.0,Poor
Bengaluru,2015-08-15,18.04,,1.93,13.63,9.32,18.87,16.67,2.49,10.04,1.89,42.61,,176.0,Moderate
Bengaluru,2015-08-16,20.8,,5.06,17.39,10.93,23.05,9.03,1.32,7.48,1.51,26.63,,206.0,Poor
Bengaluru,2015-08-17,15.35,,6.56,19.5,13.98,50.58,14.55,2.98,5.93,2.18,21.55,,238.0,Poor
Bengaluru,2015-08-18,27.31,,4.58,19.73,12.9,38.79,21.83,2.85,3.75,2.18,23.34,,229.0,Poor
Bengaluru,2015-08-19,32.13,,9.89,17.92,15.33,39.19,9.91,7.14,4.3,,24.53,,236.0,Poor
Bengaluru,2015-08-20,23.26,,7.05,34.35,21.46,30.68,1.31,3.73,3.41,5.55,4.72,,92.0,Satisfactory
Bengaluru,2015-08-21,17.9,,3.31,17.51,11.02,33.06,11.68,6.56,3.44,,43.3,,100.0,Satisfactory
Bengaluru,2015-08-22,10.99,,2.95,15.97,9.93,24.16,1.14,1.07,3.35,,1.13,,97.0,Satisfactory
Bengaluru,2015-08-23,12.9,,2.79,11.64,7.72,23.28,26.54,0.91,3.86,,26.54,,59.0,Satisfactory
Bengaluru,2015-08-24,22.29,,4.0,15.11,10.24,27.77,1.16,1.0,4.72,,1.13,,96.0,Satisfactory
Bengaluru,2015-08-25,20.06,,5.0,16.49,13.5,17.67,4.29,4.38,6.26,,1.21,,123.0,Moderate
Bengaluru,2015-08-26,17.38,,4.23,12.18,12.33,15.18,1.43,1.1,7.65,,,,77.0,Satisfactory
Bengaluru,2015-08-27,14.67,,6.76,20.81,14.62,35.39,2.4,1.13,4.84,,,,57.0,Satisfactory
Bengaluru,2015-08-28,18.96,,3.22,21.16,12.18,26.37,1.96,1.42,4.19,,,,63.0,Satisfactory
Bengaluru,2015-08-29,20.56,,4.26,13.86,9.92,33.75,9.97,2.56,12.64,,40.2,,174.0,Moderate
Bengaluru,2015-08-30,17.27,,1.37,5.53,3.77,26.46,2.76,0.73,12.65,,1.13,,121.0,Moderate
Bengaluru,2015-08-31,23.42,,2.6,6.47,5.25,33.9,5.77,1.24,17.22,,,,92.0,Satisfactory
Bengaluru,2015-09-01,24.9,,2.58,7.25,5.57,33.29,5.26,1.67,13.62,,1.79,,81.0,Satisfactory
Bengaluru,2015-09-02,23.54,,1.75,9.49,6.09,26.12,1.19,2.18,11.57,,1.19,,43.0,Good
Bengaluru,2015-09-03,24.49,,2.5,12.59,8.41,31.79,1.42,2.49,14.5,,1.12,,52.0,Satisfactory
Bengaluru,2015-09-04,26.16,,3.72,15.89,10.97,37.51,1.76,2.12,10.98,,1.2,,72.0,Satisfactory
Bengaluru,2015-09-05,27.38,,6.79,17.6,14.32,54.9,1.47,2.63,38.49,,1.53,,73.0,Satisfactory
Bengaluru,2015-09-06,18.38,,2.41,11.7,7.72,26.75,22.81,1.35,,,22.81,,208.0,Poor
Bengaluru,2015-09-07,16.34,,4.12,12.0,9.25,32.04,9.83,3.08,21.21,,48.65,,179.0,Moderate
Bengaluru,2015-09-08,22.47,,6.9,10.95,10.3,37.31,1.78,5.6,12.62,,1.35,,93.0,Satisfactory
Bengaluru,2015-09-09,29.6,,6.75,11.14,10.91,36.19,13.22,7.0,5.34,,1.04,,60.0,Satisfactory
Bengaluru,2015-09-10,15.21,,6.53,12.29,11.26,36.3,1.2,3.26,5.01,,1.2,,65.0,Satisfactory
Bengaluru,2015-09-11,18.09,,5.32,13.42,10.92,34.24,3.19,2.85,5.48,,1.07,,60.0,Satisfactory
Bengaluru,2015-09-12,16.68,,4.77,13.1,10.22,30.49,22.32,2.42,17.12,,18.37,,167.0,Moderate
Bengaluru,2015-09-13,12.24,,2.59,11.85,7.95,21.98,19.24,2.08,13.22,,21.82,,141.0,Moderate
Bengaluru,2015-09-14,14.99,,5.5,12.44,10.43,31.7,18.85,2.19,12.68,,24.96,,175.0,Moderate
Bengaluru,2015-09-15,11.75,,3.39,11.66,8.49,23.78,1.06,2.54,5.72,,,,41.0,Good
Bengaluru,2015-09-16,11.47,,3.26,12.06,8.6,24.19,18.66,2.26,14.33,,18.66,,81.0,Satisfactory
Bengaluru,2015-09-17,10.93,,2.64,9.78,6.94,19.64,1.7,1.92,10.45,,2.95,,52.0,Satisfactory
Bengaluru,2015-09-18,13.18,,2.99,8.71,7.78,23.94,1.01,2.34,21.33,,1.01,,31.0,Good
Bengaluru,2015-09-19,13.47,,3.25,8.98,8.24,24.56,8.24,2.85,10.94,,6.63,,144.0,Moderate
Bengaluru,2015-09-20,7.32,,3.3,9.42,8.69,20.84,1.27,1.74,11.51,,1.27,,64.0,Satisfactory
Bengaluru,2015-09-21,16.51,,3.86,15.32,12.75,36.84,2.15,3.01,15.34,,2.21,,51.0,Satisfactory
Bengaluru,2015-09-22,28.38,,6.09,22.83,18.49,35.72,2.21,2.97,20.63,,2.3,,82.0,Satisfactory
Bengaluru,2015-09-23,27.74,,3.53,27.93,19.01,37.81,2.13,2.32,21.96,,2.21,,85.0,Satisfactory
Bengaluru,2015-09-24,29.1,,3.31,22.47,15.65,34.28,2.39,2.37,16.37,,2.26,,89.0,Satisfactory
Bengaluru,2015-09-25,17.48,,3.62,21.03,13.71,30.44,3.05,2.47,49.22,,2.27,,139.0,Moderate
Bengaluru,2015-09-26,14.95,,1.98,17.22,10.16,22.01,2.68,1.46,9.51,,2.22,,157.0,Moderate
Bengaluru,2015-09-27,27.29,,10.46,20.53,18.34,45.07,2.26,1.7,12.01,,2.06,,155.0,Moderate
Bengaluru,2015-09-28,19.98,,21.66,30.35,31.94,76.12,2.0,1.69,18.48,,2.31,,94.0,Satisfactory
Bengaluru,2015-09-29,31.36,,5.95,33.02,21.34,41.39,2.09,1.72,20.18,,2.23,,100.0,Satisfactory
Bengaluru,2015-09-30,35.5,,6.74,31.34,21.07,29.39,2.71,1.3,14.05,,2.05,,117.0,Moderate
Bengaluru,2015-10-01,26.25,,4.82,30.71,19.52,30.38,1.95,1.45,12.61,,2.04,,136.0,Moderate
Bengaluru,2015-10-02,22.3,,3.85,26.84,17.13,26.74,1.82,4.18,,,1.82,,96.0,Satisfactory
Bengaluru,2015-10-03,13.97,,2.64,19.24,11.96,19.73,1.67,1.6,18.98,,1.68,,101.0,Moderate
Bengaluru,2015-10-04,9.63,,3.75,16.51,11.21,23.54,2.21,1.37,12.67,,1.63,,128.0,Moderate
Bengaluru,2015-10-05,28.7,,6.17,23.13,16.54,31.01,1.96,2.64,10.81,,2.18,,92.0,Satisfactory
Bengaluru,2015-10-06,35.04,,6.66,19.67,15.11,24.52,1.7,4.52,15.74,,1.7,,98.0,Satisfactory
Bengaluru,2015-10-07,15.82,,3.63,19.92,12.95,24.3,1.63,5.29,11.29,,1.62,,102.0,Moderate
Bengaluru,2015-10-08,12.14,,5.05,19.19,13.76,27.54,1.21,8.55,12.96,,1.23,,69.0,Satisfactory
Bengaluru,2015-10-09,14.44,,5.96,20.31,15.2,26.87,1.54,7.68,14.01,,1.52,,54.0,Satisfactory
Bengaluru,2015-10-10,12.01,,6.16,21.36,15.75,27.22,2.66,7.04,10.22,,1.72,,101.0,Moderate
Bengaluru,2015-10-11,10.02,,4.91,19.3,13.76,33.5,3.38,2.26,9.49,,3.87,,110.0,Moderate
Bengaluru,2015-10-12,17.14,,7.37,27.34,19.63,32.02,1.72,2.61,8.84,,1.74,,54.0,Satisfactory
Bengaluru,2015-10-13,25.65,,10.14,38.97,27.72,38.88,1.62,2.54,9.81,,1.67,,77.0,Satisfactory
Bengaluru,2015-10-14,31.78,,11.48,58.6,38.5,39.7,2.5,2.57,11.44,,4.46,,144.0,Moderate
Bengaluru,2015-10-15,46.63,,7.75,71.63,43.26,44.56,1.47,3.74,11.97,,1.52,,90.0,Satisfactory
Bengaluru,2015-10-16,49.23,,13.62,51.64,35.97,42.06,2.12,3.23,11.33,,1.43,,98.0,Satisfactory
Bengaluru,2015-10-17,40.76,,5.27,33.93,21.32,27.48,6.11,2.15,13.38,,31.62,,173.0,Moderate
Bengaluru,2015-10-18,31.18,,6.97,37.25,21.57,35.87,3.03,2.36,8.33,,7.89,,140.0,Moderate
Bengaluru,2015-10-19,42.02,,8.97,27.41,19.27,21.37,1.5,2.71,6.43,,1.33,,76.0,Satisfactory
Bengaluru,2015-10-20,43.32,,4.93,22.4,19.72,5.65,3.91,3.1,13.06,,5.43,,164.0,Moderate
Bengaluru,2015-10-21,42.64,,2.42,21.57,19.75,20.88,1.14,2.14,14.4,,1.12,,88.0,Satisfactory
Bengaluru,2015-10-22,55.94,,1.96,24.25,21.45,33.92,1.31,2.76,33.92,,1.22,,97.0,Satisfactory
Bengaluru,2015-10-23,51.0,,3.37,28.3,26.07,33.78,1.12,2.37,42.29,,1.16,,110.0,Moderate
Bengaluru,2015-10-24,45.13,,1.73,26.15,22.27,34.86,1.06,2.4,41.37,,1.06,,89.0,Satisfactory
Bengaluru,2015-10-25,38.26,,1.74,20.74,17.48,29.89,,2.05,43.11,,,,81.0,Satisfactory
Bengaluru,2015-10-26,47.1,,3.11,26.73,23.93,37.44,1.19,2.27,32.67,,1.19,,74.0,Satisfactory
Bengaluru,2015-10-27,42.92,,3.55,32.0,27.82,51.9,8.22,3.72,32.4,,9.93,,157.0,Moderate
Bengaluru,2015-10-28,36.44,,4.58,24.21,24.3,26.15,1.18,1.53,26.35,,1.19,,95.0,Satisfactory
Bengaluru,2015-10-29,29.17,,6.15,22.68,22.27,44.06,1.15,1.37,15.59,,1.29,,70.0,Satisfactory
Bengaluru,2015-10-30,31.78,,3.59,15.26,14.53,31.65,3.63,1.55,17.27,,1.1,,110.0,Moderate
Bengaluru,2015-10-31,25.77,,1.83,23.3,16.35,49.74,2.63,3.37,14.45,,10.38,,191.0,Moderate
Bengaluru,2015-11-01,29.89,,2.14,15.14,9.02,18.44,1.13,2.62,11.56,11.14,4.74,,49.0,Good
Bengaluru,2015-11-02,28.56,,6.9,18.2,14.16,23.29,1.36,2.51,12.65,1.95,4.46,,54.0,Satisfactory
Bengaluru,2015-11-03,31.05,,8.92,20.58,16.89,34.87,1.34,2.79,11.62,2.14,5.51,,58.0,Satisfactory
Bengaluru,2015-11-04,43.1,,4.09,12.07,8.88,27.02,3.56,2.44,19.13,2.67,5.73,,65.0,Satisfactory
Bengaluru,2015-11-05,30.36,,8.04,17.33,14.75,61.87,1.24,2.74,10.93,3.94,5.71,,70.0,Satisfactory
Bengaluru,2015-11-06,37.22,,3.66,13.89,9.7,32.2,1.21,2.01,8.07,3.02,14.41,,67.0,Satisfactory
Bengaluru,2015-11-07,31.44,70.46,3.03,15.85,10.27,27.73,1.22,1.94,17.98,2.41,17.84,,60.0,Satisfactory
Bengaluru,2015-11-08,31.4,,1.92,15.33,8.96,21.44,,1.77,23.72,1.5,7.21,,56.0,Satisfactory
Bengaluru,2015-11-09,34.92,,0.87,10.21,5.52,18.46,,1.72,32.86,1.28,3.29,,59.0,Satisfactory
Bengaluru,2015-11-10,12.63,43.64,1.46,6.81,4.75,12.63,1.48,2.05,41.66,1.12,2.07,,51.0,Satisfactory
Bengaluru,2015-11-11,48.94,,3.47,8.59,6.93,22.21,1.07,2.62,23.3,3.26,2.23,,49.0,Good
Bengaluru,2015-11-12,63.69,,5.05,8.2,7.38,21.57,1.82,2.27,18.98,1.07,2.66,,146.0,Moderate
Bengaluru,2015-11-13,28.22,153.3,5.8,21.5,21.78,27.79,2.09,2.69,34.32,2.08,4.5,,61.0,Satisfactory
Bengaluru,2015-11-14,42.42,156.84,7.25,29.94,31.78,21.94,1.56,2.23,31.35,1.82,4.65,,130.0,Moderate
Bengaluru,2015-11-15,42.23,59.94,2.83,18.86,16.26,,1.64,2.16,34.8,1.48,3.94,,99.0,Satisfactory
Bengaluru,2015-11-16,16.03,16.77,3.81,18.34,18.74,,1.61,2.31,35.48,0.87,1.26,,91.0,Satisfactory
Bengaluru,2015-11-17,,8.22,4.89,16.2,20.54,,1.6,2.49,,,,,116.0,Moderate
Bengaluru,2015-11-18,19.32,16.42,4.57,15.47,18.77,25.0,1.99,2.75,,,1.15,,126.0,Moderate
Bengaluru,2015-11-19,21.99,39.86,7.08,16.44,19.51,41.96,1.73,2.95,9.98,1.52,2.38,,103.0,Moderate
Bengaluru,2015-11-20,13.89,31.44,6.84,12.14,15.35,23.93,1.72,2.5,4.56,0.74,1.48,,74.0,Satisfactory
Bengaluru,2015-11-21,16.06,24.35,4.57,13.13,16.2,21.28,0.94,3.12,,,1.07,,66.0,Satisfactory
Bengaluru,2015-11-22,16.97,15.69,3.07,10.57,12.6,13.92,0.83,2.6,,,1.06,,61.0,Satisfactory
Bengaluru,2015-11-23,19.66,36.84,6.47,16.37,20.87,24.04,1.35,2.83,4.09,1.18,2.17,,75.0,Satisfactory
Bengaluru,2015-11-24,20.35,33.97,7.76,20.64,24.75,26.98,1.36,2.59,7.77,1.02,1.9,,85.0,Satisfactory
Bengaluru,2015-11-25,34.39,36.29,8.38,28.8,32.28,32.75,2.48,3.76,14.63,1.32,3.17,,141.0,Moderate
Bengaluru,2015-11-26,43.91,43.65,11.74,29.33,32.78,55.4,1.52,3.44,14.8,1.53,3.59,,90.0,Satisfactory
Bengaluru,2015-11-27,44.14,112.78,7.05,26.64,27.06,32.33,2.18,4.3,25.57,1.69,3.36,,126.0,Moderate
Bengaluru,2015-11-28,44.94,114.34,8.47,28.1,29.37,32.75,2.3,4.7,29.1,1.56,2.38,,147.0,Moderate
Bengaluru,2015-11-29,29.35,75.79,5.72,21.21,21.4,19.08,1.55,4.55,29.03,1.01,1.15,,87.0,Satisfactory
Bengaluru,2015-11-30,15.34,53.7,8.46,22.22,24.6,21.4,1.13,4.45,8.84,1.11,2.53,,56.0,Satisfactory
Bengaluru,2015-12-01,14.18,55.71,12.9,25.86,27.06,21.81,1.63,5.14,9.89,0.97,2.15,,88.0,Satisfactory
Bengaluru,2015-12-02,13.36,33.82,8.24,24.04,17.46,22.0,1.7,11.07,8.15,0.73,1.66,,67.0,Satisfactory
Bengaluru,2015-12-03,19.86,72.72,11.73,33.56,26.85,37.08,1.47,8.32,9.51,0.98,2.6,,74.0,Satisfactory
Bengaluru,2015-12-04,28.35,102.15,13.06,32.95,24.78,52.45,2.03,6.08,21.38,1.0,3.46,,105.0,Moderate
Bengaluru,2015-12-05,25.04,89.26,9.79,33.02,22.96,51.77,1.72,5.43,26.44,0.77,1.47,,103.0,Moderate
Bengaluru,2015-12-06,29.12,,2.8,25.17,13.66,41.62,,3.1,43.98,0.71,1.17,,54.0,Satisfactory
Bengaluru,2015-12-07,41.16,85.25,10.04,34.42,23.91,46.07,1.88,5.24,27.26,0.88,1.7,,65.0,Satisfactory
Bengaluru,2015-12-08,46.33,82.86,17.24,44.41,34.36,45.43,1.81,5.81,19.1,1.01,1.92,,102.0,Moderate
Bengaluru,2015-12-09,48.01,78.58,16.65,39.78,31.61,46.15,1.84,4.86,6.32,1.16,1.49,,94.0,Satisfactory
Bengaluru,2015-12-10,35.48,58.04,25.04,35.58,35.53,51.46,1.92,5.27,3.36,0.99,1.46,,86.0,Satisfactory
Bengaluru,2015-12-11,32.95,79.07,23.41,41.05,36.25,26.38,2.07,5.94,2.3,1.43,1.63,,89.0,Satisfactory
Bengaluru,2015-12-12,50.19,73.43,18.73,57.62,31.41,20.93,1.78,5.34,2.33,1.29,1.39,,99.0,Satisfactory
Bengaluru,2015-12-13,34.57,64.09,15.68,42.88,37.39,12.64,1.68,4.79,2.16,0.91,1.07,,92.0,Satisfactory
Bengaluru,2015-12-14,52.06,56.71,13.51,27.66,21.45,11.98,1.33,4.38,1.87,1.29,1.6,,85.0,Satisfactory
Bengaluru,2015-12-15,39.67,100.76,5.93,22.28,13.92,14.1,1.44,2.72,1.83,1.18,1.46,,83.0,Satisfactory
Bengaluru,2015-12-16,50.47,56.41,4.71,37.1,20.85,20.54,1.93,3.65,6.68,1.22,1.47,,92.0,Satisfactory
Bengaluru,2015-12-17,41.04,62.41,10.15,40.72,26.28,22.39,1.55,5.21,17.03,0.97,1.28,,95.0,Satisfactory
Bengaluru,2015-12-18,56.62,85.88,24.29,57.36,45.46,29.2,2.67,6.99,17.28,1.61,1.55,,103.0,Moderate
Bengaluru,2015-12-19,42.57,78.99,20.49,49.4,39.15,21.95,2.08,5.34,17.37,1.43,1.29,,105.0,Moderate
Bengaluru,2015-12-20,60.44,65.74,17.24,43.97,33.82,26.04,1.44,5.29,20.05,1.17,1.19,,97.0,Satisfactory
Bengaluru,2015-12-21,48.4,72.52,18.51,53.53,39.72,30.54,1.18,5.5,21.95,1.33,1.35,,102.0,Moderate
Bengaluru,2015-12-22,49.54,84.48,22.95,65.66,49.45,34.27,1.32,5.61,20.0,1.96,1.69,,104.0,Moderate
Bengaluru,2015-12-23,49.42,74.68,20.35,55.38,42.2,36.34,1.62,5.47,24.06,1.58,1.24,,96.0,Satisfactory
Bengaluru,2015-12-24,61.58,81.49,20.86,56.16,42.26,44.44,1.29,5.38,36.04,1.41,1.22,,114.0,Moderate
Bengaluru,2015-12-25,68.48,81.97,17.96,51.22,37.33,24.77,1.25,5.66,40.78,1.12,2.26,,110.0,Moderate
Bengaluru,2015-12-26,57.15,63.84,15.88,42.79,31.61,18.88,1.2,5.44,41.39,1.12,1.16,,109.0,Moderate
Bengaluru,2015-12-27,76.35,76.37,16.45,42.69,31.61,14.76,1.54,5.71,59.62,1.15,0.94,,115.0,Moderate
Bengaluru,2015-12-28,85.66,83.91,22.68,56.3,42.44,41.98,1.77,6.01,59.5,1.21,1.05,,149.0,Moderate
Bengaluru,2015-12-29,49.06,73.13,20.76,54.12,40.51,24.83,1.58,6.39,31.55,1.43,1.12,,122.0,Moderate
Bengaluru,2015-12-30,48.16,74.0,22.45,59.75,44.59,21.42,0.85,6.94,31.0,1.59,1.44,,91.0,Satisfactory
Bengaluru,2015-12-31,71.06,74.39,20.87,61.97,44.85,26.49,1.49,7.22,36.94,1.53,1.18,,131.0,Moderate
Bengaluru,2016-01-01,56.4,95.08,13.8,51.73,34.31,14.68,0.69,7.44,55.96,0.91,0.78,,101.0,Moderate
Bengaluru,2016-01-02,53.69,93.92,26.49,73.09,54.77,16.05,0.76,8.67,34.06,1.88,1.18,,92.0,Satisfactory
Bengaluru,2016-01-03,62.35,99.34,24.56,77.77,55.6,16.37,0.96,9.1,47.62,2.36,1.14,,108.0,Moderate
Bengaluru,2016-01-04,64.96,104.62,18.56,77.07,50.81,14.18,0.89,8.87,50.62,1.95,1.33,,109.0,Moderate
Bengaluru,2016-01-05,70.15,105.12,23.56,79.43,56.05,16.97,0.85,9.41,36.94,1.92,1.26,,114.0,Moderate
Bengaluru,2016-01-06,68.22,91.74,29.68,68.5,55.38,16.71,0.93,14.23,45.98,1.25,1.11,,121.0,Moderate
Bengaluru,2016-01-07,68.74,74.3,42.37,53.25,58.6,26.13,0.79,23.65,23.19,27.62,16.12,,116.0,Moderate
Bengaluru,2016-01-08,67.9,62.77,46.57,51.09,60.65,22.84,0.66,14.17,8.59,1.01,0.5,,117.0,Moderate
Bengaluru,2016-01-09,79.8,74.11,57.18,64.04,86.73,21.32,0.79,14.65,10.66,2.62,0.55,,143.0,Moderate
Bengaluru,2016-01-10,76.18,63.19,38.5,46.46,52.1,11.01,0.8,15.02,14.39,2.29,0.55,,168.0,Moderate
Bengaluru,2016-01-11,61.48,53.24,23.76,39.43,62.48,10.72,0.78,11.53,19.51,1.67,1.35,,122.0,Moderate
Bengaluru,2016-01-12,73.5,,9.37,39.55,27.55,12.27,1.3,4.65,21.45,1.76,0.74,,122.0,Moderate
Bengaluru,2016-01-13,70.78,160.0,11.43,55.91,37.72,12.06,1.02,10.59,24.48,1.56,0.94,,146.0,Moderate
Bengaluru,2016-01-14,75.01,172.02,16.92,70.58,49.75,19.63,0.84,13.99,22.94,1.56,0.5,,152.0,Moderate
Bengaluru,2016-01-15,42.84,160.87,11.69,50.76,34.73,,0.78,17.8,25.71,1.14,0.28,,119.0,Moderate
Bengaluru,2016-01-16,77.23,235.32,35.73,83.2,94.37,16.11,1.02,15.22,22.72,1.36,0.69,,130.0,Moderate
Bengaluru,2016-01-17,68.98,149.82,86.51,110.24,147.06,10.83,0.78,14.5,17.73,0.97,0.37,,253.0,Poor
Bengaluru,2016-01-18,73.89,133.08,95.19,77.38,110.35,16.09,0.97,18.94,20.92,1.05,0.51,,219.0,Poor
Bengaluru,2016-01-19,75.45,113.92,44.25,72.62,71.08,20.9,0.98,24.0,23.09,0.67,0.54,,146.0,Moderate
Bengaluru,2016-01-20,78.07,122.54,43.53,45.06,55.6,28.94,0.97,24.02,17.64,0.95,0.68,,170.0,Moderate
Bengaluru,2016-01-21,53.45,62.27,44.68,34.63,50.76,43.57,0.93,18.54,20.57,0.62,0.52,,117.0,Moderate
Bengaluru,2016-01-22,63.58,150.78,48.29,41.69,57.18,26.58,1.15,13.94,22.0,0.84,0.42,,113.0,Moderate
Bengaluru,2016-01-23,57.91,133.63,33.73,29.72,40.25,16.27,1.08,11.77,11.02,0.81,0.34,,146.0,Moderate
Bengaluru,2016-01-24,41.36,92.58,24.11,35.97,35.05,14.08,0.99,5.66,15.4,0.76,0.31,,102.0,Moderate
Bengaluru,2016-01-25,51.7,121.42,15.35,51.13,35.03,19.55,1.23,7.78,18.12,0.64,0.84,,98.0,Satisfactory
Bengaluru,2016-01-26,54.34,108.47,7.72,45.69,28.2,17.79,1.04,8.68,26.95,0.63,0.59,,104.0,Moderate
Bengaluru,2016-01-27,54.33,76.37,14.67,41.42,32.76,20.6,1.05,8.73,17.6,0.89,0.7,,91.0,Satisfactory
Bengaluru,2016-01-28,84.84,50.03,20.32,36.42,34.42,53.81,1.16,2.96,17.21,1.38,0.81,,118.0,Moderate
Bengaluru,2016-01-29,87.02,83.23,7.3,36.39,23.82,22.43,1.12,3.02,26.32,1.45,0.76,,175.0,Moderate
Bengaluru,2016-01-30,71.42,130.22,8.62,37.09,25.13,20.22,1.21,4.28,23.31,1.02,0.64,,149.0,Moderate
Bengaluru,2016-01-31,119.16,218.27,15.82,48.59,36.49,33.27,1.32,6.07,23.3,2.02,0.94,,183.0,Moderate
Bengaluru,2016-02-01,84.45,158.01,15.81,55.88,40.35,30.23,1.85,6.34,17.17,1.16,1.26,,184.0,Moderate
Bengaluru,2016-02-02,76.8,159.14,17.4,55.92,41.2,27.39,1.39,5.9,15.86,1.84,0.73,,156.0,Moderate
Bengaluru,2016-02-03,75.57,193.59,13.74,62.78,41.28,23.28,1.9,5.54,25.77,1.72,0.68,,153.0,Moderate
Bengaluru,2016-02-04,74.6,152.36,10.79,49.76,32.57,22.79,1.6,5.13,28.21,1.67,0.75,,141.0,Moderate
Bengaluru,2016-02-05,72.11,121.86,9.3,49.34,31.63,21.72,1.37,4.07,31.13,1.4,0.56,,139.0,Moderate
Bengaluru,2016-02-06,63.42,169.11,5.2,45.84,25.16,19.25,1.81,3.74,32.4,0.8,0.56,,154.0,Moderate
Bengaluru,2016-02-07,82.78,351.51,4.31,84.52,35.82,19.97,3.28,2.76,37.66,0.89,0.66,,199.0,Moderate
Bengaluru,2016-02-08,75.98,154.26,3.23,46.99,21.56,18.87,1.59,3.49,31.18,0.6,0.59,,182.0,Moderate
Bengaluru,2016-02-09,85.33,223.57,6.7,59.41,30.85,20.89,2.19,9.71,35.63,0.88,0.7,,175.0,Moderate
Bengaluru,2016-02-10,84.32,256.75,5.88,46.66,26.54,20.63,2.2,14.25,49.77,1.36,0.54,,191.0,Moderate
Bengaluru,2016-02-11,91.95,190.47,5.85,45.44,25.01,17.12,2.06,23.66,58.94,2.4,0.9,,203.0,Poor
Bengaluru,2016-02-12,83.66,164.48,6.15,49.77,26.13,19.85,1.7,5.25,67.3,1.67,0.76,,154.0,Moderate
Bengaluru,2016-02-13,85.96,146.45,8.34,56.54,33.17,17.34,1.69,4.73,63.27,1.21,0.56,,160.0,Moderate
Bengaluru,2016-02-14,62.08,113.87,20.4,43.41,39.5,15.09,1.46,3.14,57.1,1.47,0.34,,136.0,Moderate
Bengaluru,2016-02-15,56.57,100.3,10.84,35.08,33.68,40.86,1.73,4.27,37.83,1.19,0.41,,107.0,Moderate
Bengaluru,2016-02-16,42.58,108.68,9.51,23.5,19.24,27.19,1.51,3.45,31.32,0.68,0.37,,88.0,Satisfactory
Bengaluru,2016-02-17,49.6,145.32,9.96,24.34,19.72,24.05,1.66,4.46,25.02,0.94,0.34,,105.0,Moderate
Bengaluru,2016-02-18,54.56,138.17,10.56,19.86,17.74,,1.51,4.12,29.33,0.74,0.26,,111.0,Moderate
Bengaluru,2016-02-19,44.26,146.23,10.47,26.16,20.93,25.75,1.51,3.9,42.53,1.22,0.35,,117.0,Moderate
Bengaluru,2016-02-20,53.12,116.89,9.46,30.94,22.89,29.92,1.47,3.2,36.37,0.98,0.46,,113.0,Moderate
Bengaluru,2016-02-21,57.32,107.54,10.18,34.98,25.44,29.87,1.45,2.88,49.63,1.16,0.5,,115.0,Moderate
Bengaluru,2016-02-22,90.07,127.67,7.72,32.23,22.31,29.34,1.57,3.26,38.32,1.01,0.45,,145.0,Moderate
Bengaluru,2016-02-23,134.69,142.12,4.88,32.14,20.48,30.6,1.12,2.99,42.23,1.08,0.47,,177.0,Moderate
Bengaluru,2016-02-24,110.05,100.07,11.92,38.67,25.42,28.79,0.94,4.85,59.43,0.89,0.58,,198.0,Moderate
Bengaluru,2016-02-25,66.98,100.6,9.08,37.3,25.34,27.07,0.73,6.91,64.9,0.89,0.54,,165.0,Moderate
Bengaluru,2016-02-26,51.96,102.39,10.53,28.51,22.43,24.1,0.94,5.29,37.26,0.51,0.48,,124.0,Moderate
Bengaluru,2016-02-27,36.28,98.29,12.77,41.88,27.18,5.47,0.81,3.09,30.33,0.45,0.2,,88.0,Satisfactory
Bengaluru,2016-02-28,35.63,115.9,12.59,47.36,24.09,4.09,0.79,3.52,29.08,0.67,0.27,,88.0,Satisfactory
Bengaluru,2016-02-29,41.64,144.04,11.73,30.64,23.56,3.83,1.01,3.16,39.28,0.74,0.3,,105.0,Moderate
Bengaluru,2016-03-01,39.21,154.64,42.33,42.55,51.48,13.53,0.84,3.5,37.68,0.81,0.28,,118.0,Moderate
Bengaluru,2016-03-02,42.17,134.78,19.36,33.44,29.43,22.47,0.56,2.24,31.99,0.87,0.32,,132.0,Moderate
Bengaluru,2016-03-03,54.91,148.57,6.3,31.09,18.25,22.73,0.58,1.91,49.42,0.87,0.47,,121.0,Moderate
Bengaluru,2016-03-04,54.04,137.04,9.52,38.09,25.03,21.95,0.62,2.45,42.21,1.02,0.49,,136.0,Moderate
Bengaluru,2016-03-05,55.72,132.73,5.47,31.96,18.66,23.49,1.68,2.36,38.54,0.94,0.37,,153.0,Moderate
Bengaluru,2016-03-06,45.98,120.86,3.63,22.73,12.1,23.84,0.77,2.12,49.65,0.62,0.32,,135.0,Moderate
Bengaluru,2016-03-07,43.69,120.32,4.16,24.23,13.82,23.77,0.58,2.05,45.07,0.63,0.35,,111.0,Moderate
Bengaluru,2016-03-08,44.74,122.4,10.23,41.83,24.9,23.93,1.41,2.82,49.67,0.92,0.43,,135.0,Moderate
